TIME,Pass_ID,Time since ball possession change,Time to next ball possession change,Pressure on the ball (d1=9.0; d2=3.0; p=1.75),Pressure on the offense team (d1=9.0; d2=3.0; p=1.75),Threat to the defense goal from the offense team (maxD=35.0; r=1.5),Potential threat to the offense goal from the defense team (maxD=35.0; r=1.5),Ball distance to the defense goal,left-right,back-front,change,team,tsne_x,tsne_y,color_tsne,ae4_x,ae4_y,color_ae4,ae3_x,ae3_y,color_ae3,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,tsne_y_5000,tsne_x_5000,color_tsne_5000,order,id,Y
18:20.8,458,0.30369357,0.014091123,0.358038546,0.40333605299999997,0.481684017,0.0,0.234538535,0.7800886459999999,0.620536211,0,1,-51.709164,-2.2243333,#df7c27,3.8155851000000003,2.9415088,#4956d3,-3.0630174,-0.856979,#d8b623,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-5.804895,34.807083,#af105d,23,4412,26
18:20.8,458,0.304605563,0.013151713999999998,0.469285192,0.408168762,0.523087302,0.0,0.225023787,0.764064098,0.629547224,0,1,-51.68643,-2.3095675,#df7c27,3.8595567,2.9060318,#4557d5,-3.1215875,-0.90876365,#dab922,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-5.6712365,34.224506,#ae105d,23,4413,27
18:20.9,458,0.305517556,0.012212306000000001,0.21551598,0.410042511,0.5498561670000001,0.0,0.215604186,0.748550972,0.638446991,0,1,-63.902473,-5.4201856,#e6790e,3.8162637000000004,2.875794,#4959d3,-3.10115,-0.8069618000000001,#dbb020,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-6.4017663,35.06079,#b2105a,23,4414,28
18:21.0,458,0.30642954899999997,0.011272898,0.17487192,0.416376171,0.556936311,0.0,0.203901047,0.70627344,0.64990544,0,1,-63.893623,-5.4069343,#e6790e,3.7873125,2.8441452999999997,#4b5cd2,-3.0943406,-0.78053343,#dbad1f,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-6.4268837,34.714207,#b2105a,23,4415,29
18:21.1,458,0.307341541,0.01033349,0.337350573,0.41461367600000004,0.519757124,0.0,0.193815414,0.672519605,0.659472689,0,1,-53.395027,-1.2763323,#e07924,3.7699002999999998,2.8394945,#4d5cd1,-3.0780206000000003,-0.8505878000000001,#d9b522,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-5.7599015,34.38635,#af105d,23,4416,30
18:21.2,458,0.308253534,0.009394082,0.263674067,0.406300869,0.487043787,0.0,0.186298763,0.6495056260000001,0.666258761,0,1,-53.705418,-0.9512494,#e07923,3.707064,2.8353105,#525ece,-3.0314257000000002,-0.7883166,#d8af23,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-5.427262,34.260715,#ad105e,23,4417,31
18:21.2,458,0.309165527,0.008454674,0.311880947,0.40728458700000003,0.45894809799999997,0.0,0.179448145,0.628196386,0.672266103,0,1,-53.66206700000001,-1.0112822,#e07923,3.6773002,2.8217093999999996,#545fcc,-3.0101879,-0.8006805,#d7b124,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-5.168557,34.18788,#ac0f5f,23,4418,32
18:21.3,458,0.31007751899999997,0.007515265,0.36638204399999996,0.404206565,0.438492893,0.0,0.17307326399999998,0.60790999,0.678162198,0,1,-53.633217,-1.0822786,#e07923,3.6435532999999998,2.7920055,#5761cb,-2.9947097,-0.81885284,#d6b326,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-5.0024333,34.10105,#ac0f60,23,4419,33
18:21.4,458,0.31098951199999997,0.006575856999999999,0.307782386,0.401493534,0.425539491,0.0,0.166508088,0.587112172,0.684725776,0,1,-53.79193000000001,-0.8542383,#e07923,3.602445,2.7770014,#5a63c9,-2.9697132,-0.775803,#d5af26,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-4.711503,33.956703,#aa0f62,23,4420,34
18:21.5,458,0.311901505,0.005636449,0.188924128,0.38958156899999996,0.43807498100000003,0.0,0.160704091,0.567507671,0.690399377,0,1,-54.35835600000001,-0.057188723,#e17722,3.5572187999999993,2.7499194,#5e65c6,-2.953409,-0.7066003000000001,#d6a824,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-4.1791954,33.578873,#a80f64,23,4421,35
18:21.6,458,0.312813497,0.004697041,0.14545011,0.357230131,0.458903121,0.0,0.15461465300000002,0.555744971,0.6964067190000001,0,1,-54.466537,0.09906541599999999,#e17722,3.5103376,2.7045279,#6168c4,-2.9493244,-0.68062276,#d6a625,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-3.8788695,33.354237,#a60f65,23,4422,36
18:21.6,458,0.31372549,0.003757633,0.18965601399999998,0.362228746,0.47495432,0.0,0.149096099,0.5579611320000001,0.7018578259999999,0,1,-54.393893999999996,-0.0350945,#e17722,3.5464553999999997,2.7068939999999997,#5f68c6,-2.9749799,-0.718619,#d7a923,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-4.1805673,33.451363,#a80f64,23,4423,37
18:21.7,458,0.314637483,0.002818225,0.23669187600000002,0.36500618700000004,0.493882179,0.0,0.143482398,0.5600068189999999,0.70742018,0,1,-54.301548,-0.22701967,#e17722,3.582844,2.7077923,#5c67c7,-3.0024955,-0.7587815,#d7ad23,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-4.5145535,33.53504,#a90f62,23,4424,38
18:21.8,458,0.315549476,0.0018788160000000002,0.266211271,0.37217913,0.517405197,0.0,0.137488107,0.561029662,0.713316275,0,1,-54.265877,-0.37570193,#e17822,3.6226301,2.7067044,#5966ca,-3.0331032,-0.79209816,#d8b023,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-4.8290615,33.56114,#ab1061,23,4425,39
18:21.9,458,0.316461468,0.0009394080000000001,0.483825323,0.389774799,0.565920484,0.0,0.136536632,0.5746675760000001,0.713205028,0,1,-54.78114300000001,-3.1779387000000003,#e17b21,3.7310266000000003,2.6954076000000002,#5065cf,-3.1169207,-0.9485754000000001,#d9bd23,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-5.9746056,33.493565,#b1125b,23,4426,40
18:22.0,458,0.317373461,0.0,0.47660405,0.404429073,0.61368428,0.0,0.13549001,0.571939993,0.713093781,0,1,-54.861785999999995,-3.2406523,#e17b21,3.7792745,2.6819346,#4c65d1,-3.1603594,-0.96987754,#dabe21,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-6.2377424,33.32169,#b3125a,23,4427,41
18:22.0,458,0.00045599599999999996,0.069046501,0.339595023,0.34054010799999995,0.0,0.7174837829999999,0.863368221,0.5668257760000001,0.7137612640000001,1,0,-81.007835,-32.991929999999996,#ea9404,1.442834,0.6566327,#cfc02d,-0.43664542,-0.06404204,#2c5ce6,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-22.4314,-36.42914,#e8b703,23,4428,42
18:22.1,458,0.001367989,0.068107093,0.37848255700000005,0.38015036799999996,0.0,0.750068121,0.874976213,0.52523014,0.725775948,0,0,36.237972,-13.074936,#6995b9,1.5884082,0.79446185,#c9bd32,-0.56908804,-0.051905967000000004,#335ae2,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-9.057996,-29.850922,#c4c137,23,4429,43
18:22.2,458,0.0022799820000000003,0.067167684,0.314125396,0.37575681899999996,0.0,0.783173028,0.878686965,0.508353222,0.7284458779999999,0,0,36.293518,-12.886072,#6895b9,1.5541996,0.79922533,#cbbc31,-0.5476934,-0.024191752,#3358e3,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-9.6366825,-29.47355,#c7c034,23,4430,44
18:22.3,458,0.003191974,0.066228276,0.274115638,0.345035152,0.0,0.814606422,0.8809705040000001,0.49556767799999996,0.729224608,0,0,36.3244,-12.748222,#6895b9,1.498389,0.79589105,#cebc2e,-0.52082527,0.0010278519999999999,#3356e4,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-10.001892,-29.174566,#c9bf32,23,4431,45
18:22.4,458,0.004103967,0.065288868,0.240107343,0.306453502,0.0,0.83315371,0.882968601,0.484657347,0.7296695959999999,0,0,36.31725,-12.657869,#6894ba,1.4409097,0.7903139,#d0bb2c,-0.49103984,0.021599725,#3255e5,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-13.551338,-30.089233,#d7bd25,23,4432,46
18:22.4,458,0.00501596,0.06434946,0.085581849,0.269294729,0.0,0.8539012140000001,0.8846812559999999,0.47442891200000004,0.729558349,0,0,19.369825,3.1919553,#8781a4,1.3504311000000002,0.77069926,#d4bb28,-0.44254792,0.05612527,#3152e7,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-14.731837,-30.017607,#dbbb20,23,4433,47
18:22.5,458,0.0059279530000000006,0.06341005200000001,0.09397414,0.239984229,0.0,0.844457775,0.8867745000000001,0.463518582,0.729780843,0,0,19.336023,3.1959093,#8781a4,1.3116862,0.752713,#d6bb26,-0.42052609999999996,0.054733752999999996,#3052e8,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-14.868904,-30.11773,#dcbb1f,23,4434,48
18:22.6,458,0.006839945,0.062470643,0.103147109,0.235120291,0.0,0.821440918,0.888392008,0.45311967299999995,0.7294471020000001,0,0,19.310570000000002,3.1945229,#8781a4,1.3026785,0.73857725,#d6bb26,-0.40622717,0.049233094000000005,#2f53e8,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-14.894924,-30.233616,#dcbb1f,23,4435,49
18:22.7,458,0.007751938000000001,0.061531235,0.104074164,0.22919065800000002,0.0,0.799652276,0.8906755470000001,0.441527446,0.7296695959999999,0,0,19.281622,3.1945302000000004,#8781a4,1.2892811000000002,0.7233841,#d6bc26,-0.38883528,0.0439474,#2e54e9,4,3,6,7,5,7,7,7,6,7,6,5,5,1,4,4,-14.949028,-30.346228,#dcbb1f,23,4436,50
18:39.8,465,0.134518924,0.042273368,0.363649671,0.6351577660000001,0.555498918,0.0,0.25394862,0.5572792360000001,0.539103349,1,1,73.067924,-35.6104,#2fa5da,3.5566432,2.6954752999999996,#5e68c6,-3.0191088,-0.6749111999999999,#d9a320,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,0.8035768,9.696576,#a25486,8,4437,0
18:39.8,465,0.13543091699999998,0.04133396,0.578970481,0.641848609,0.555718181,0.0,0.24119885800000002,0.542448005,0.553454222,0,1,-46.636852000000005,41.889587,#dc4136,3.7154242999999996,2.7884202,#5160ce,-3.2096793999999997,-0.74768096,#e0a719,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-3.3650184,26.652672,#ac1b64,8,4438,1
18:39.9,465,0.136342909,0.040394551,0.535301293,0.639057505,0.555609486,0.0,0.22863939100000003,0.5254006139999999,0.567805095,0,1,-46.63273,41.88123,#dc4136,3.6949468,2.7699703999999996,#5362cd,-3.1977456,-0.75130904,#e0a719,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-3.3915262,26.853779,#ac1b64,8,4439,2
18:40.0,465,0.13725490199999998,0.039455143,0.317784826,0.623271174,0.555965555,0.0,0.21607992399999998,0.506818957,0.582823451,0,1,-49.765370000000004,34.36766,#e0492f,3.6224339999999997,2.7437837000000003,#5964ca,-3.1404498,-0.7194644,#dea51b,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-3.807278,28.20943,#ac1963,8,4440,3
18:40.1,465,0.138166895,0.038515735,0.117199317,0.595192274,0.555976799,0.0,0.20494766899999997,0.49045346100000003,0.5960618529999999,0,1,-53.545730000000006,20.75528,#e25723,3.5394616,2.7140392999999996,#5f67c5,-3.1010833,-0.5972036999999999,#de9919,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-7.1930676,27.477293,#c12053,8,4441,4
18:40.2,465,0.13907888699999998,0.037576327,0.152671383,0.578545191,0.55541646,0.0,0.194576594,0.47442891200000004,0.608632773,0,1,-53.428430000000006,20.651968,#e25824,3.5185120000000003,2.6917615,#6169c4,-3.099351,-0.61262953,#de9a19,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-4.1081376,29.69349,#ac1663,8,4442,5
18:40.2,465,0.13999088,0.036636919,0.18448402,0.574409281,0.55492546,0.0,0.184300666,0.458574838,0.620981199,0,1,-53.29218,20.570320000000002,#e25824,3.5119445,2.6753638,#616ac4,-3.1024919,-0.62981987,#de9c1a,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-3.4482691,29.944578,#a81566,8,4443,6
18:40.3,465,0.140902873,0.035697511,0.18814345,0.5785042020000001,0.553771048,0.0,0.17421503300000002,0.44306171200000005,0.6332183779999999,0,1,-53.214664,20.503994,#e25824,3.5093722,2.6633563,#626ac4,-3.1046515,-0.63320965,#de9d1a,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-2.5352082,30.496807,#a2126b,8,4444,7
18:40.4,465,0.141814865,0.034758102,0.13681385699999998,0.578232899,0.552657865,0.0,0.165080875,0.423116263,0.644231839,0,1,-53.31005,20.451494,#e25824,3.477877,2.632828,#646dc2,-3.0945857000000005,-0.6018776,#de9919,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-2.464746,30.873672,#a1116b,8,4445,8
18:40.5,465,0.142726858,0.033818693999999996,0.144620639,0.580986919,0.5622585999999999,0.0,0.155756422,0.407262189,0.6552453,0,1,-53.242230000000006,20.412222,#e25824,3.4789999999999996,2.6122456,#646ec2,-3.1048937000000003,-0.6113358,#de9a19,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-2.4453096,30.900589,#a1116b,8,4446,9
18:40.6,465,0.14363885099999998,0.032879286,0.21332032199999998,0.5804013729999999,0.673024053,0.0,0.14776403400000002,0.39038527100000003,0.664590055,0,1,-51.55259,22.166624,#e15627,3.5591524,2.5533773999999996,#5e70c6,-3.2056084,-0.69714624,#e1a117,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-4.481825,29.927734,#ae1661,8,4447,10
18:40.6,465,0.144550844,0.031939878,0.285289095,0.5781138379999999,0.7109659770000001,0.0,0.14015223599999999,0.37555404,0.673378574,0,1,-51.227074,22.455484,#e05628,3.5857587,2.5186632,#5c71c7,-3.2455726,-0.7533850000000001,#e1a617,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-4.634688,29.604366,#af1760,8,4448,11
18:40.7,465,0.14546283599999998,0.03100047,0.336521103,0.5748699110000001,0.7009623220000001,0.0,0.132540438,0.360040914,0.6820558459999999,0,1,-51.097126,22.522694,#e05628,3.5767741,2.5094522999999995,#5d72c7,-3.2417245,-0.77655905,#e1a918,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-4.1624093,29.636425,#ad1662,8,4449,12
18:40.8,465,0.146374829,0.030061062000000003,0.332861674,0.564831694,0.688451195,0.0,0.125309229,0.344698261,0.69028813,0,1,-51.068653000000005,22.513315,#e05628,3.5466995000000003,2.4984857999999996,#5f73c5,-3.2248189999999997,-0.7651274,#e0a818,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-3.71532,29.8815,#aa1565,8,4450,13
18:40.9,465,0.14728682199999998,0.029121652999999997,0.28875335399999996,0.551563214,0.6768714690000001,0.0,0.11807802099999999,0.328844187,0.6985204140000001,0,1,-51.122665000000005,22.46098,#e05628,3.5045227999999997,2.4850316,#6274c3,-3.2013477999999997,-0.72985464,#e0a518,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-3.4527597,30.211683,#a81466,8,4451,14
18:41.0,465,0.148198814,0.028182245,0.278067821,0.601644995,0.623905323,0.0,0.11132255,0.313672008,0.706085215,0,1,-50.93461,22.507624,#e05628,3.5171442,2.518736,#6172c4,-3.1751148999999996,-0.71512765,#dfa419,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-2.712061,30.383467,#a3126a,8,4452,15
18:41.0,465,0.14911080699999998,0.027242837000000002,0.338082459,0.618600466,0.47564584299999996,0.0,0.105042816,0.299181725,0.712871287,0,1,-47.582359999999994,22.538673,#dd572f,3.4188150999999998,2.5402807999999997,#6972be,-3.064714,-0.68947333,#dba41e,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-1.141873,30.29701,#990f71,8,4453,16
18:41.1,465,0.15002279999999998,0.026303429,0.45186630899999997,0.626364811,0.457956728,0.0,0.099429115,0.285543812,0.718767382,0,1,-47.3943,22.480556,#dd582f,3.4350772000000003,2.54937,#6772bf,-3.0670732999999997,-0.7479972,#daaa20,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-1.2392062,29.772306,#9b1170,8,4454,17
18:41.2,465,0.150934793,0.025364021,0.518614296,0.609625992,0.437257897,0.0,0.093434824,0.270883055,0.724885972,0,1,-47.321796,22.318525,#dd582f,3.4026806000000005,2.5351872,#6a73bd,-3.0494747,-0.7707141,#d9ad21,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-1.1539894,29.565739,#9b1171,8,4455,18
18:41.3,465,0.151846785,0.024424612000000002,0.381068553,0.576062474,0.447518295,0.0,0.087725975,0.256392772,0.730782067,0,1,-47.50015,22.453394,#dd582f,3.3152459000000003,2.47352,#7077b8,-3.021395,-0.6850225000000001,#d9a420,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-0.8494371,30.36114,#980f73,8,4456,19
18:41.4,465,0.152758778,0.023485204,0.268943645,0.5429517779999999,0.514419842,0.0,0.082207422,0.241732015,0.7362331740000001,0,1,-57.093033,14.146394,#e4601d,3.2832015,2.4089696,#737bb6,-3.0442302000000003,-0.63824326,#db9f1d,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-0.7830774,31.162619,#980f73,8,4457,20
18:41.4,465,0.15367077099999998,0.022545796,0.184825567,0.521952134,0.514251178,0.0,0.077164605,0.227241732,0.741128045,0,1,-57.48027,13.707320999999999,#e4601c,3.2183632999999996,2.3657772999999995,#777eb2,-3.0198142999999997,-0.58201754,#db9921,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,1.1249619,32.134537,#910f7d,8,4458,21
18:41.5,465,0.154582763,0.021606387999999997,0.13398389900000002,0.499061174,0.497259209,0.0,0.072882969,0.21479713600000003,0.7449104459999999,0,1,-57.72146,13.410326999999999,#e5611c,3.1483377999999997,2.331368,#7c80ae,-2.985366,-0.5372523,#db9525,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.0023909,32.634373,#8d0f81,8,4459,22
18:41.6,465,0.15549475599999998,0.02066698,0.113198341,0.47048455899999997,0.47920840299999995,0.0,0.067840152,0.19979543100000002,0.749582823,0,1,-57.82580600000001,13.247848999999999,#e5611b,3.076641,2.2960477000000004,#8182a9,-2.9514287,-0.5069296,#da9229,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.3339863,32.80398,#8c0f83,8,4460,23
18:41.7,465,0.156406749,0.019727572,0.06733349599999999,0.45411463399999996,0.448312891,0.0,0.067745005,0.188714627,0.7483591059999999,0,1,-57.925582999999996,13.103781,#e5611b,3.004851,2.2738099999999997,#8684a5,-2.906086,-0.45937002,#d98e2e,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.5443301,32.9566,#8b0f84,8,4461,24
18:41.8,465,0.15731874099999998,0.018788163,0.15608685,0.439499397,0.37820485200000004,0.0,0.07364414799999999,0.21684282300000002,0.740015575,0,1,-57.99621,12.105267,#e5621b,2.9784396,2.3133947999999998,#8882a3,-2.8587742,-0.48290598,#d79132,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.5405345,32.0692,#8b0f84,8,4462,25
18:41.8,465,0.158230734,0.017848755,0.186142962,0.425789804,0.333495751,0.0,0.078401522,0.229798841,0.7331182559999999,0,1,-58.037994,11.714913000000001,#e5631b,2.9429047,2.3289053,#8b81a1,-2.819634,-0.4794773,#d59236,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.691371,31.691393,#8a0f84,8,4463,26
18:41.9,465,0.15914272699999998,0.016909346999999998,0.185411076,0.416169278,0.289405084,0.0,0.083444339,0.242925332,0.725775948,0,1,-58.107147,11.518446,#e5631b,2.9041352000000002,2.342132,#8e819e,-2.778195,-0.45990533,#d4903b,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.8293688,31.511782,#890f85,8,4464,27
18:42.0,465,0.16005472,0.015969939,0.159014394,0.40876602,0.27543595,0.0,0.08801141800000001,0.255540402,0.718989877,0,1,-58.254684,11.370858,#e5631b,2.8856962000000004,2.3476245,#8f819d,-2.7594432999999996,-0.43942684,#d38e3d,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.7993166,31.612476,#890f85,8,4465,28
18:42.1,465,0.16096671199999998,0.015030531000000001,0.117638448,0.406300869,0.28093814699999997,0.0,0.09314938199999999,0.268837368,0.711536322,0,1,-58.54384,11.111116,#e5641a,2.8861096,2.3521638,#8f809d,-2.756814,-0.42026675,#d38c3d,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.6304512,31.862995,#8a0f84,8,4466,29
18:42.2,465,0.161878705,0.014091123,0.083337399,0.405988578,0.285546425,0.0,0.097621313,0.281281964,0.704861497,0,1,-58.874446999999996,10.817374000000001,#e56419,2.8899342999999997,2.3579607000000005,#8f809e,-2.7555485,-0.40544993,#d38a3e,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.4465106,32.057972,#8b0f83,8,4467,30
18:42.2,465,0.162790698,0.013151713999999998,0.052793364,0.40629696600000004,0.291414061,0.0,0.10180780199999999,0.292362768,0.6987429079999999,0,1,-59.142219999999995,10.579438,#e56419,2.8955836,2.363363,#8e809e,-2.755906,-0.39319699999999996,#d4893e,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.262409,32.22989,#8c0f82,8,4468,31
18:42.3,465,0.16370269,0.012212306000000001,0.027909246000000002,0.40725335799999995,0.296816934,0.0,0.106565176,0.30600068199999997,0.6919568359999999,0,1,-59.337756999999996,10.403491,#e56418,2.9056818,2.3725312,#8e7f9f,-2.7575352000000004,-0.38477808,#d4883e,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.0990202,32.35415,#8d0f82,8,4469,32
18:42.4,465,0.164614683,0.011272898,0.013661868999999998,0.405777781,0.299581151,0.0,0.110846813,0.317933856,0.6858382470000001,0,1,-59.445778000000004,10.307742,#e56418,2.912082,2.3806596,#8d7f9f,-2.7571554,-0.38019925,#d4873e,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,2.000761,32.41133,#8d0f81,8,4470,33
18:42.5,465,0.16552667599999998,0.01033349,0.008343498000000001,0.41720374299999996,0.298106277,0.0,0.11512844900000001,0.330037504,0.6799421520000001,0,1,-59.537514,10.252411,#e56418,2.934316,2.398725,#8c7ea1,-2.760209,-0.38290602,#d4883d,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,1.9098204,32.435978,#8d0f81,8,4471,34
18:42.6,465,0.166438668,0.009394082,0.014100999999999999,0.431012878,0.31289062100000004,0.0,0.119124643,0.341800205,0.6743797979999999,0,1,-59.680195,10.189153999999998,#e56418,2.9762788,2.4173717,#897da3,-2.7795607999999996,-0.39970088,#d5893b,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,1.8022588,32.44603,#8e0f80,8,4472,35
18:42.6,465,0.16735066099999998,0.008454674,0.026787021,0.448021048,0.340663974,0.0,0.12340628,0.354415274,0.6684837020000001,0,1,-59.93444,10.141167999999999,#e66417,3.0360627,2.4382848999999998,#857ba7,-2.8122652,-0.42718637,#d68c38,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,1.6572402,32.43656,#8f0f80,8,4473,36
18:42.7,465,0.16826265399999998,0.007515265,0.041766284,0.466428675,0.381014046,0.0,0.12768791599999998,0.36668939700000003,0.662810101,0,1,-60.344882999999996,10.227302,#e66416,3.1087024,2.4585636,#7f7aac,-2.8563797,-0.46173763,#d78f33,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,1.4486133,32.404774,#8f0f7f,8,4474,37
18:42.8,465,0.16917464699999998,0.006575856999999999,0.055476946,0.48102244200000005,0.41853618299999995,0.0,0.131398668,0.37742925299999996,0.657692736,0,1,-60.686928,10.46754,#e66316,3.1722932,2.4750116,#7b78b0,-2.8960912,-0.4929191,#d8922f,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,1.1864604,32.342026,#900f7d,8,4475,38
18:42.9,465,0.17008663899999998,0.005636449,0.07167601900000001,0.495782114,0.45002202,0.0,0.13510942,0.388510058,0.652352876,0,1,-60.886787,10.726613,#e66315,3.2319396,2.4929688,#7777b4,-2.9312222,-0.5230639,#d9952b,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,0.81176955,32.22659,#920f7b,8,4476,39
18:43.0,465,0.17099863199999998,0.004697041,0.09119297400000001,0.511587963,0.47290224,0.0,0.138915319,0.39959086299999996,0.646790522,0,1,-60.99105,10.960258999999999,#e66215,3.2865508,2.5133255,#7375b7,-2.959952,-0.5516495,#da9727,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,0.35542622,32.082283,#940f79,8,4477,40
18:43.0,465,0.171910625,0.003757633,0.15730666,0.55309149,0.49617975799999997,0.0,0.14700285400000002,0.421922946,0.636222049,0,1,-53.1842,20.082304,#e25924,3.397877,2.5692463,#6a71bd,-3.0078592,-0.616629,#da9d21,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-1.2597057,31.086409,#9a0f71,8,4478,41
18:43.1,465,0.17282261699999998,0.002818225,0.194437668,0.510208025,0.519669044,0.0,0.144338725,0.427548585,0.63811325,0,1,-52.925697,20.030952,#e25925,3.379431,2.5461400000000003,#6c72bc,-3.0171634999999997,-0.63891846,#da9f1f,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-1.3352201,31.006874,#9a0f71,8,4479,42
18:43.2,465,0.17373461,0.0018788160000000002,0.229763357,0.508564592,0.545298489,0.0,0.13606089400000002,0.441356972,0.646456781,0,1,-52.630393999999995,20.067118,#e15925,3.42443,2.546549,#6872bf,-3.0533752,-0.67934495,#dba31e,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-1.7274526,30.792168,#9c0f6f,8,4480,43
18:43.3,465,0.174646603,0.0009394080000000001,0.328860698,0.498596641,0.560534478,0.0,0.126736441,0.44442550299999994,0.656024029,0,1,-51.497386999999996,20.035603,#e15a27,3.4584367,2.5453637000000002,#6671c1,-3.0828884,-0.74590296,#dbaa1f,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-1.8783264,30.185404,#9e116e,8,4481,44
18:43.4,465,0.175558596,0.0,0.45347645799999997,0.48543941399999996,0.577185371,0.0,0.11731684099999999,0.44749403299999996,0.665702525,0,1,-51.135834,20.011523999999998,#e05a28,3.4865212,2.5267422,#6372c2,-3.1159158,-0.8267049999999999,#dbb120,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-2.2223651,29.162422,#a2146b,8,4482,45
18:43.4,465,0.00045599599999999996,0.055894785999999995,0.180336667,0.428030495,0.0,0.645732761,0.889248335,0.450562564,0.675603515,1,0,-81.05703000000001,-33.447563,#ea9504,1.3754468,0.5834606999999999,#d1c22b,-0.37885708,-0.06284527,#285de8,4,3,6,7,5,7,7,7,6,13,3,9,9,1,6,6,-22.318306,-36.6084,#e8b804,8,4483,46
