TIME,Pass_ID,Time since ball possession change,Time to next ball possession change,Pressure on the ball (d1=9.0; d2=3.0; p=1.75),Pressure on the offense team (d1=9.0; d2=3.0; p=1.75),Threat to the defense goal from the offense team (maxD=35.0; r=1.5),Potential threat to the offense goal from the defense team (maxD=35.0; r=1.5),Ball distance to the defense goal,left-right,back-front,change,team,tsne_x,tsne_y,color_tsne,ae4_x,ae4_y,color_ae4,ae3_x,ae3_y,color_ae3,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,tsne_y_5000,tsne_x_5000,color_tsne_5000,order,id,Y
00:36.4,844,0.012767898,0.11930483800000001,0.034984142,0.307419653,0.20578143,0.0,0.39524262600000004,0.381009206,0.527756146,0,1,14.088830999999999,77.78506999999999,#830e8a,2.7026339,2.7932332000000004,#9b6a91,-2.635214,-0.08371753,#d0634a,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.91081,17.344034,#5c37c6,5,578,17
00:36.5,844,0.013679891000000001,0.11836543,0.057916565,0.309264124,0.19984445399999998,0.0,0.396003806,0.379986362,0.528646123,0,1,14.060023000000001,77.30825,#830e8a,2.7067888,2.7982178,#9b6991,-2.6330035,-0.09511578,#d0654b,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.8558655,17.446411,#5c37c5,5,579,18
00:36.6,844,0.014591883,0.11742602199999999,0.07231032,0.302366388,0.19676165,0.0,0.397906755,0.379304466,0.528089888,0,1,14.050013,76.9891,#830f8a,2.6996381,2.7976525000000003,#9b6991,-2.6274029999999997,-0.09974297,#cf664b,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.818387,17.507677,#5c37c5,5,580,19
00:36.6,844,0.015503876000000002,0.116486613,0.087533545,0.29537496399999996,0.193568276,0.0,0.39990485299999995,0.377258779,0.527422405,0,1,14.040063,76.63814,#830f8b,2.6911549999999997,2.796361,#9c6990,-2.621168,-0.10424358,#cf664c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.784301,17.575018,#5c37c5,5,581,20
00:36.7,844,0.016415869,0.115547205,0.09914613300000001,0.285053734,0.190537945,0.0,0.402473834,0.376747358,0.52608744,0,1,14.035848000000001,76.33941,#830f8b,2.678849,2.7941317999999997,#9d6a90,-2.61329,-0.10598773,#cf674d,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.757049,17.619705,#5d36c5,5,582,21
00:36.8,844,0.017327861,0.114607797,0.120029275,0.282428534,0.1876313,0.0,0.40380589899999997,0.374701671,0.52608744,0,1,14.039992000000002,75.91292,#83108b,2.6779552000000004,2.7956061,#9d698f,-2.6104548,-0.11549714,#ce684d,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.690783,17.707811,#5d36c4,5,583,22
00:36.9,844,0.018239854,0.11366838900000001,0.136033179,0.287700403,0.184882076,0.0,0.405994291,0.374701671,0.524974969,0,1,14.052133999999999,75.58836,#83108b,2.6875741,2.8033468999999998,#9c6990,-2.610562,-0.124978475,#ce694d,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.628695,17.767067,#5d36c4,5,584,23
00:37.0,844,0.019151847,0.11272898099999999,0.167211515,0.292533113,0.18168870199999998,0.0,0.406184586,0.37828162299999996,0.526198687,0,1,14.083115,75.02345,#83108c,2.7047383999999997,2.8135872,#9b6891,-2.6152596000000004,-0.14503838,#cf6c4d,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.490658,17.871801,#5e35c3,5,585,24
00:37.0,844,0.020063839,0.111789573,0.168431325,0.295814124,0.17830979800000002,0.0,0.41008563299999995,0.385952949,0.522972522,0,1,14.10524,74.91202,#83118c,2.7139564,2.8248954,#9a6892,-2.6135669999999998,-0.14701605,#cf6c4d,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.458564,17.858444,#5e35c3,5,586,25
00:37.1,844,0.020975832000000003,0.110850164,0.193852159,0.297000831,0.174638543,0.0,0.41065651799999997,0.402829867,0.52341751,0,1,14.161919000000001,74.43935,#82118c,2.7371097,2.8414915,#996794,-2.6177826,-0.16408004,#cf6e4c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.293066,17.90811,#5f35c2,5,587,26
00:37.2,844,0.021887825,0.109910756,0.210051232,0.298864821,0.171248395,0.0,0.411227402,0.419365837,0.523862499,0,1,14.215342000000001,74.14936,#82118c,2.7583337,2.856703,#976695,-2.6202259999999997,-0.17516561,#cf704c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.166392,17.926628,#5f35c2,5,588,27
00:37.3,844,0.022799818,0.10897134800000001,0.211905343,0.301374863,0.16835112100000002,0.0,0.41179828700000004,0.43556085899999997,0.5243074870000001,0,1,14.265397,73.9615,#82128d,2.7762672999999998,2.8696375,#966596,-2.6210616,-0.17822438,#cf704c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.079587,17.899933,#5f35c1,5,589,28
00:37.4,844,0.02371181,0.10803194,0.21263722899999998,0.304907659,0.166036675,0.0,0.41160799200000003,0.448005455,0.525531205,0,1,14.304257000000002,73.810036,#82128d,2.791077,2.8775972999999997,#956597,-2.6224625,-0.18108101,#cf714c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,11.006935,17.87811,#6035c1,5,590,29
00:37.4,844,0.024623803,0.10709253199999999,0.195120761,0.307242038,0.16356668300000002,0.0,0.41179828700000004,0.461302421,0.526309934,0,1,14.382388,73.61804000000001,#82128d,2.801724,2.886669,#946498,-2.6202563999999997,-0.17275405,#cf704c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.972138,17.786339,#6035c1,5,591,30
00:37.5,844,0.025535796,0.106153124,0.179068065,0.308247225,0.16145838199999998,0.0,0.411893435,0.47425843799999995,0.527088664,0,1,14.492633999999999,73.340866,#82128d,2.809976,2.8928726000000005,#946498,-2.618173,-0.16524759,#cf6f4c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.916991,17.68686,#6035c0,5,592,31
00:37.6,844,0.026447788,0.105213715,0.161990729,0.311707805,0.158804734,0.0,0.41198858200000005,0.48568019100000004,0.527756146,0,1,14.6482315,72.93558,#82138e,2.8190372000000004,2.8993990000000003,#936499,-2.6157427,-0.15697028,#cf6e4c,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.861223,17.577108,#6035c0,5,593,32
00:37.7,844,0.027359781,0.104274307,0.14320566,0.31190689,0.156196063,0.0,0.41198858200000005,0.49642004799999995,0.528534876,0,1,14.853498000000002,72.41001,#81138f,2.822823,2.9031036,#936399,-2.611949,-0.14703447,#ce6c4d,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.805715,17.451923,#6035c0,5,594,33
00:37.8,844,0.028271774,0.10333489900000001,0.126909002,0.309564705,0.153574273,0.0,0.411893435,0.506989431,0.529424853,0,1,15.037196,71.938805,#81148f,2.8239357000000003,2.9054694,#936399,-2.607745,-0.13808902,#ce6b4d,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.742183,17.331207,#6035c0,5,595,34
00:37.8,844,0.029183767000000003,0.10239549099999999,0.112320078,0.306972686,0.151004957,0.0,0.411893435,0.516876918,0.529981088,0,1,15.172669,71.58937,#811490,2.8244464,2.9075767999999997,#926399,-2.6034129,-0.12989965,#ce6a4e,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.678588,17.218903,#6036bf,5,596,35
00:37.9,844,0.030095759,0.101456083,0.10197609199999999,0.300172541,0.147352442,0.0,0.411893435,0.525741562,0.530426076,0,1,15.260841000000001,71.35,#811590,2.8188365,2.907285,#936399,-2.596907,-0.12244308,#ce694e,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.625723,17.137148,#6136bf,5,597,36
00:38.0,844,0.031007752000000003,0.100516674,0.09251036800000001,0.294455657,0.145309733,0.0,0.411893435,0.53392431,0.5307598179999999,0,1,15.329341000000001,71.17215,#811590,2.8154895,2.9071019000000002,#936399,-2.5924099999999997,-0.11668657,#cd694f,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.576594,17.064142,#6136bf,5,598,37
00:38.1,844,0.031919745,0.099577266,0.085289095,0.29045051899999996,0.143177069,0.0,0.411893435,0.541425162,0.530982312,0,1,15.380722,71.03666,#811590,2.8141766,2.9078548,#936399,-2.5885172,-0.11238311,#cd684f,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.527972,17.003897,#6136bf,5,599,38
00:38.2,844,0.032831737,0.09863785800000001,0.078116614,0.289435572,0.14087949,0.0,0.41198858200000005,0.548414593,0.530982312,0,1,15.421659,70.91162,#801590,2.8159682999999998,2.9101825,#936399,-2.5851743,-0.10840587,#cd684f,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.480998,16.94173,#6136be,5,600,39
00:38.2,844,0.03374373,0.09769845,0.072603074,0.285284049,0.138973585,0.0,0.41198858200000005,0.55438118,0.530871065,0,1,15.451195000000002,70.830826,#801590,2.8134546,2.9100165000000002,#936399,-2.5812022999999997,-0.10489001,#cd6750,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.446591,16.900295,#6136be,5,601,40
00:38.3,844,0.034655723,0.09675904199999999,0.06469870700000001,0.278048647,0.13718012400000001,0.0,0.41198858200000005,0.560859189,0.5307598179999999,0,1,15.486269,70.7606,#801591,2.8068955,2.9079335,#946398,-2.5760682,-0.09951945,#cd6750,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.414195,16.852486,#6136be,5,602,41
00:38.4,844,0.035567715,0.095819634,0.058404489000000004,0.2725328,0.135294834,0.0,0.41198858200000005,0.566655302,0.5303148289999999,0,1,15.515369,70.70878,#801591,2.8020593999999996,2.9066596000000002,#946398,-2.5712986,-0.09515497,#cc6650,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.384765,16.813143,#6136be,5,603,42
00:38.5,844,0.036479708,0.094880225,0.061575994,0.273955678,0.133868686,0.0,0.41531874399999996,0.5634162970000001,0.525864946,0,1,15.506374,70.733025,#801591,2.79944,2.908631,#946398,-2.5658064,-0.09457813,#cc6651,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.417139,16.82314,#6136be,5,604,43
00:38.6,844,0.037391701,0.093940817,0.063674067,0.28190935,0.132575594,0.0,0.41522359700000006,0.562734402,0.525308711,0,1,15.499602,70.70939,#801591,2.808318,2.9122314,#946398,-2.5659661,-0.09719148,#cc6651,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.407518,16.827778,#6136be,5,605,44
00:38.6,844,0.038303694,0.09300140900000001,0.064747499,0.29213494100000004,0.131368709,0.0,0.41379638399999996,0.564098193,0.52608744,0,1,15.501014000000001,70.65884399999999,#801591,2.8220997000000003,2.9168939999999997,#936399,-2.568296,-0.10076143,#cc6751,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.37482,16.819471,#6136be,5,606,45
00:38.7,844,0.039215686,0.09206200099999999,0.057184679,0.307238134,0.13024803,0.0,0.412274025,0.569723832,0.526977417,0,1,15.537888,70.49247,#801591,2.8438675,2.9258492,#91629b,-2.5719786,-0.100973204,#cc6750,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.30967,16.733786,#6136bd,5,607,46
00:38.8,844,0.040127679,0.091122593,0.053964382000000005,0.3245098,0.129605232,0.0,0.411512845,0.571428571,0.526977417,0,1,15.57174,70.32746999999999,#801691,2.8660335999999997,2.9349475,#90619c,-2.5760424,-0.10342904,#cd6750,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.266787,16.676022,#6236bd,5,608,47
00:38.9,844,0.041039672,0.090183185,0.051329593,0.34331364600000003,0.128949316,0.0,0.410371075,0.572280941,0.527311158,0,1,15.614363,70.15011,#801691,2.8895173,2.9440467,#8e619e,-2.5807702999999997,-0.10658644,#cd6750,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.223632,16.619513,#6236bd,5,609,48
00:39.0,844,0.04195166400000001,0.089243776,0.048792388,0.36402442100000004,0.128370236,0.0,0.409324453,0.572280941,0.527533652,0,1,15.65375,69.96805,#801691,2.9146712000000004,2.9538264,#8c609f,-2.5859522999999998,-0.110038996,#cd684f,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.180103,16.556587,#6236bd,5,610,49
00:39.0,844,0.042863657,0.08830436800000001,0.039277873,0.383066389,0.12821281699999998,0.0,0.40761179799999997,0.578929424,0.5283123820000001,0,1,15.696267,69.78854,#801691,2.9425682999999996,2.9651477,#8a5fa1,-2.591846,-0.11070122,#cd684f,3,0,2,6,2,6,1,1,12,12,12,0,0,9,2,2,10.102177,16.444244,#6236bc,5,611,50
01:29.6,855,0.009119927,0.012212306000000001,0.26308855800000003,0.169066756,0.0,0.112182524,0.55585157,0.675588135,0.578929803,0,0,20.840723,-49.981873,#74c397,1.2169739,-0.0007136169999999999,#d0d228,-0.38983372,-0.53089386,#2289e1,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.748719,-46.14895,#aedb40,21,612,0
01:29.7,855,0.01003192,0.011272898,0.283239815,0.163223003,0.0,0.10840026800000001,0.5555661270000001,0.668939652,0.5762598729999999,0,0,20.654028,-49.660866,#74c397,1.2117215000000001,-0.0030219929999999997,#d0d228,-0.38630977,-0.5348741,#228ae1,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.636722,-46.202236,#addb40,21,613,1
01:29.8,855,0.010943912,0.01033349,0.303878995,0.157744241,0.0,0.105063343,0.5553758329999999,0.662461643,0.57370119,0,0,20.484707,-49.32592,#75c397,1.2072119,-0.004779376,#d0d228,-0.38321367,-0.5388191,#228ae1,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.520027,-46.25349,#addb41,21,614,2
01:29.9,855,0.011855905,0.009394082,0.324469383,0.147491324,0.0,0.10152917,0.5551855379999999,0.656154108,0.57103126,0,0,20.32301,-48.961273,#75c297,1.1984878,-0.0065850990000000005,#d0d228,-0.3779033,-0.5420839,#228ae1,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.390898,-46.304863,#acdb41,21,615,3
01:30.0,855,0.012767898,0.008454674,0.343449622,0.135224128,0.0,0.098275617,0.5549952429999999,0.6500170470000001,0.568472578,0,0,20.171988,-48.610962,#76c297,1.1875745,-0.008547008,#d1d227,-0.3714392,-0.54469794,#218ae2,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.266897,-46.352657,#abdb42,21,616,4
01:30.0,855,0.013679891000000001,0.007515265,0.357257868,0.12084115699999999,0.0,0.09521931,0.554804948,0.644220934,0.565913895,0,0,20.045648999999997,-48.29902,#76c297,1.1731856999999999,-0.011486433,#d1d226,-0.36298364,-0.54603356,#218ae2,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.164038,-46.390553,#aadb42,21,617,5
01:30.1,855,0.014591883,0.006575856999999999,0.368821664,0.106079533,0.0,0.092756777,0.554519505,0.638765769,0.563243965,0,0,19.945517000000002,-48.019676000000004,#76c297,1.1578254,-0.014619543999999998,#d2d226,-0.3540297,-0.5468276999999999,#218ae2,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.0790415,-46.42382,#aadb43,21,618,6
01:30.2,855,0.015503876000000002,0.005636449,0.383703342,0.090888508,0.0,0.090265775,0.5555661270000001,0.635867712,0.562131494,0,0,19.859517999999998,-47.73359,#77c197,1.1469138,-0.014035232,#d2d225,-0.34708768,-0.5477280999999999,#208ae2,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-8.002284,-46.46055,#a9db43,21,619,7
01:30.3,855,0.016415869,0.004697041,0.399463284,0.07551791599999999,0.0,0.088342111,0.556517602,0.633310603,0.561019023,0,0,19.75619,-47.488728,#77c197,1.1363952,-0.012904226999999999,#d3d125,-0.34049308,-0.54871553,#208ae2,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-7.935022,-46.495422,#a9db43,21,620,8
01:30.4,855,0.017327861,0.003757633,0.41288119100000004,0.063014549,0.0,0.086572991,0.557564225,0.630923969,0.5600178000000001,0,0,19.816264999999998,-47.25738,#77c197,1.1278538,-0.012044593999999999,#d3d124,-0.33480853,-0.5496398,#208ae2,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-7.8853283,-46.52164,#a9db43,21,621,9
01:30.4,855,0.018239854,0.002818225,0.42585996600000003,0.053093441,0.0,0.084840474,0.558515699,0.6287078079999999,0.559016576,0,0,19.587116,-47.138729999999995,#77c197,1.1215771,-0.011301688999999998,#d4d124,-0.3303185,-0.55098903,#208ae3,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-7.844445,-46.542156,#a8db44,21,622,10
01:30.5,855,0.019151847,0.0018788160000000002,0.43737497,0.045282253,0.0,0.083360107,0.559657469,0.626662121,0.558237846,0,0,19.670826,-46.973824,#77c197,1.1170136,-0.010448143,#d4d124,-0.3266223,-0.552221,#1f8ae3,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-7.81366,-46.558994,#a8db44,21,623,11
01:30.6,855,0.020063839,0.0009394080000000001,0.437082215,0.040377326,0.0,0.081613356,0.561560419,0.6249573820000001,0.558571587,0,0,19.644945,-46.94862,#77c097,1.1120436000000002,-0.011387102,#d4d124,-0.321973,-0.5514392,#1f8ae3,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-7.806709,-46.56,#a8db44,21,624,12
01:30.7,855,0.020975832000000003,0.0,0.433813125,0.039364331,0.0,0.080171625,0.563463368,0.622911695,0.55923907,0,0,19.645483,-46.954372,#77c197,1.1093743,-0.013014488000000001,#d4d124,-0.31846026,-0.55062413,#1f89e3,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,-7.8077207,-46.55478,#a8db44,21,625,13
01:30.8,855,0.00045599599999999996,0.536871771,0.035520859,0.22251152600000002,0.072340027,0.0,0.43177925799999994,0.621206955,0.559795305,1,1,73.13826,-25.931812,#2b97dc,3.1960745,3.7799857000000006,#702ead,-2.6789348,0.23620741,#cf3944,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,2.34658,8.170531,#995991,21,626,14
01:30.8,855,0.001367989,0.535932363,0.039033911,0.21961502300000002,0.071116275,0.0,0.429686013,0.620013638,0.560574035,0,1,44.063396000000004,80.21557,#6518b8,3.26024,3.8002958,#6c2db1,-2.9044762000000004,0.21327667,#dd4036,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.350574,14.0303335,#2d48ee,21,627,15
01:30.9,855,0.0022799820000000003,0.534992954,0.044693828,0.221535615,0.069980604,0.0,0.42721217899999997,0.6193317420000001,0.561686506,0,1,44.171062,80.09189,#6518b8,3.2615805,3.7962867999999994,#6b2db1,-2.9075546,0.2103516,#dd4036,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.354525,14.010947,#2c48ee,21,628,16
01:31.0,855,0.003191974,0.534053546,0.049963405999999995,0.22110816600000002,0.06897424099999999,0.0,0.42483349200000003,0.618138425,0.562910224,0,1,44.208034999999995,80.006516,#6418b8,3.2593997000000003,3.79035,#6b2db1,-2.9088688,0.20709781,#dd4036,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.358526,13.995124,#2c48ee,21,629,17
01:31.1,855,0.004103967,0.533114138,0.056647962999999996,0.22333129,0.068558203,0.0,0.42235965700000005,0.617456529,0.5640226939999999,0,1,43.862026,80.081696,#6518b8,3.2619731,3.7864897000000006,#6b2eb1,-2.9132912,0.20363311,#dd4035,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.361399,13.97078,#2c48ee,21,630,18
01:31.2,855,0.00501596,0.53217473,0.064210783,0.225907694,0.068335192,0.0,0.41998097100000004,0.616263212,0.564912671,0,1,43.78646,79.98761999999999,#6518b8,3.2648115,3.7826837999999996,#6b2eb1,-2.9181445,0.20008953,#dd4135,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.364689,13.943799,#2c48ee,21,631,19
01:31.2,855,0.0059279530000000006,0.531235322,0.07011466200000001,0.229928446,0.068449509,0.0,0.417887726,0.613535629,0.565468906,0,1,44.141940000000005,79.71631,#6518b8,3.2683782999999997,3.7799089999999995,#6b2eb1,-2.9227521,0.19686364,#de4135,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.366232,13.919371,#2c48ee,21,632,20
01:31.3,855,0.006839945,0.530295914,0.077579898,0.236712977,0.069530833,0.0,0.415889629,0.612853733,0.565913895,0,1,43.740629999999996,79.76211500000001,#6518b8,3.2786671999999997,3.7803128,#6a2eb2,-2.9315488,0.19344525,#de4234,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.367971,13.88677,#2c48ee,21,633,21
01:31.4,855,0.007751938000000001,0.529356505,0.08587460400000001,0.245115567,0.071078794,0.0,0.413891532,0.612512786,0.566136389,0,1,43.911007,79.51633000000001,#6518b8,3.2919237999999997,3.782085,#6a2eb3,-2.942239,0.18993886,#df4233,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.369032,13.849169,#2c48ee,21,634,22
01:31.5,855,0.008663931,0.5284170970000001,0.093925348,0.25673866300000003,0.07309151900000001,0.0,0.41198858200000005,0.612342312,0.566247636,0,1,43.76702,79.40175,#6518b8,3.31019,3.7866988,#692fb4,-2.9554381000000003,0.18664517,#df4332,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.368856,13.808244,#2c48ee,21,635,23
01:31.6,855,0.009575923,0.527477689,0.101439375,0.27194725399999997,0.075604614,0.0,0.41018078,0.6113194679999999,0.566136389,0,1,43.675743,79.24638,#6518b8,3.3330123,3.7939839999999996,#682fb5,-2.965481,0.18085179999999998,#e04331,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.365568,13.764194,#2c49ee,21,636,24
01:31.6,855,0.010487916000000002,0.526538281,0.139302269,0.292261809,0.078485022,0.0,0.40361560399999996,0.612171838,0.571587496,0,1,43.530037,78.74333,#6519b8,3.3694797,3.7958627000000003,#672fb8,-2.988093,0.16223775,#e1452f,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.361176,13.587745,#2c49ee,21,637,25
01:31.7,855,0.011399909,0.525598873,0.208538668,0.311879565,0.083869154,0.0,0.393244529,0.614217525,0.581488486,0,1,43.11363,76.61229,#651bb9,3.4129736000000004,3.7886474000000003,#6530ba,-3.0240705,0.13136704,#e3482c,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.358206,13.279146,#2c4aed,21,638,26
01:31.8,855,0.012311902,0.524659465,0.28138570399999996,0.32864766100000004,0.088580504,0.0,0.38344433899999997,0.61575179,0.590721994,0,1,43.220146,74.76767,#651dba,3.4518212999999998,3.7791687999999994,#6331bd,-3.058596,0.100974396,#e44b29,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.347765,12.97386,#2c4aed,21,639,27
01:31.9,855,0.013223894,0.523720056,0.361405221,0.34156091,0.09364792300000001,0.0,0.373739296,0.617115581,0.5999555010000001,0,1,43.27795,73.61678,#651ebb,3.4864892999999997,3.7657415999999997,#6132bf,-3.0938227000000005,0.069184095,#e64e26,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.333935,12.6787815,#2b4bed,21,640,28
01:32.0,855,0.014135887,0.522780648,0.438692364,0.352795594,0.09930754,0.0,0.363939106,0.618649847,0.609189009,0,1,43.32515,73.175674,#641ebb,3.519137,3.7513184999999996,#6033c1,-3.1284711,0.03761053,#e75122,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.325785,12.431487,#2b4bed,21,641,29
01:32.0,855,0.01504788,0.52184124,0.49695047600000003,0.360962014,0.105137695,0.0,0.354234063,0.620013638,0.618422516,0,1,43.37746,72.97972,#641fbb,3.5451305,3.7370023999999997,#5e34c3,-3.1574842999999997,0.009951636,#e8541f,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.334555,12.266104,#2b4ced,21,642,30
01:32.1,855,0.015959872,0.5209018320000001,0.38184923200000004,0.366257305,0.107371558,0.0,0.344338725,0.621206955,0.627767271,0,1,43.227534999999996,73.42576,#651ebb,3.5411355,3.7425889999999997,#5f34c3,-3.1390622,0.019002736,#e75321,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.415894,12.612346,#2b4bed,21,643,31
01:32.2,855,0.016871865,0.519962424,0.194437668,0.36809787200000005,0.09539640699999999,0.0,0.334633682,0.622059325,0.637112026,0,1,41.815709999999996,76.83567,#671ab7,3.5093482000000003,3.7541833,#6033c1,-3.0859408,0.05104977,#e54f25,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.581425,13.32913,#2b4aee,21,644,32
01:32.3,855,0.017783858,0.519023016,0.10275677,0.36844724799999995,0.086125505,0.0,0.324833492,0.6232526420000001,0.646568028,0,1,41.321987,77.82348,#6719b5,3.4907427,3.75222,#6133c0,-3.0588646,0.062341735,#e44e27,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.769815,13.751799,#2a49ee,21,645,33
01:32.4,855,0.01869585,0.518083607,0.06743108099999999,0.365355563,0.073029676,0.0,0.318458611,0.624275486,0.6521303820000001,0,1,41.213004999999995,78.07576,#6719b5,3.4704762000000002,3.7444483999999996,#6233be,-3.0375779,0.06881778,#e34d29,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.806671,13.880874,#2a48ee,21,646,34
01:32.4,855,0.019607843,0.517144199,0.086801659,0.36048772100000004,0.072581779,0.0,0.315604186,0.625809751,0.653576594,0,1,41.222159999999995,77.917885,#6719b5,3.4667542,3.7338204,#6233be,-3.0404413,0.061352298,#e34e28,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.801754,13.810867,#2a49ee,21,647,35
01:32.5,855,0.020519836,0.516204791,0.10202488400000001,0.353759793,0.076335492,0.0,0.312654615,0.6271735420000001,0.6551340529999999,0,1,41.236509999999996,77.74280999999999,#6719b5,3.4637585,3.7222834000000002,#6233be,-3.0462654,0.052247435,#e34f28,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.80112,13.756477,#2a49ee,21,648,36
01:32.6,855,0.021431829,0.515265383,0.117784826,0.34549383,0.08037593400000001,0.0,0.309705043,0.628537334,0.656691512,0,1,41.255383,77.527405,#6719b6,3.4589705000000004,3.7094648,#6234be,-3.0519783,0.042940542000000005,#e44f27,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.802067,13.701585,#2a49ee,21,649,37
01:32.7,855,0.022343821,0.514325975,0.132568919,0.336275379,0.08433016900000001,0.0,0.306850618,0.629901125,0.657803983,0,1,41.253240000000005,77.31735,#671ab6,3.452457,3.6961262,#6234be,-3.0567384,0.034178272,#e45026,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.8053,13.651296,#2a49ee,21,650,38
01:32.8,855,0.023255814,0.513386566,0.153939985,0.323637336,0.088082008,0.0,0.304376784,0.631605864,0.658471465,0,1,41.25759,77.00574,#671ab6,3.442108,3.6798632000000007,#6234bd,-3.06145,0.024840802000000002,#e45125,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.799742,13.568003,#2a49ee,21,651,39
01:32.8,855,0.024167807000000003,0.512447158,0.180824591,0.307495774,0.09179074400000001,0.0,0.302283539,0.633992499,0.6586939589999999,0,1,41.265223999999996,76.57864000000001,#671ab6,3.4281163,3.6609237,#6235bc,-3.0660837000000005,0.015062436,#e45225,3,0,1,6,2,8,8,11,12,8,12,12,12,3,13,13,22.801128,13.469755,#2a49ee,21,652,40
